"prefecture_code","prefecture_name","city_code","city_name","town_code","town_name","latitude","longitude","household_id","family_type_id","family_type","num_member","abnormal_household","person_id","age","gender_id","gender","role_household_type_id","role_household_type","industry_type_id","industry_type","employment_type_id","employment_type","company_size_id","company_size","total_income"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370968184329627","127.14309997433752","49902669","0","単独世帯","1","0","114467207","24","0","男性","0","単独世帯（男性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370092985295873","127.14371694314765","49902670","0","単独世帯","1","0","114467208","25","0","男性","0","単独世帯（男性）","50","Ｅ 製造業","10","一般労働者","10","10～99人","230500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.375099169697663","127.14266400171323","49902671","0","単独世帯","1","0","114467209","26","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370478346188754","127.1434463692159","49902672","0","単独世帯","1","0","114467210","26","1","女性","1","単独世帯（女性）","150","Ｏ 教育，学習支援業","10","一般労働者","100","100～999人","217200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372358749999997","127.140777083","49902673","0","単独世帯","1","0","114467211","27","0","男性","0","単独世帯（男性）","170","Ｑ 複合サービス事業","10","一般労働者","1000","1000人以上","175100"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370362435290264","127.14541713008573","49902674","0","単独世帯","1","0","114467212","28","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369810469066255","127.14619489215058","49902675","0","単独世帯","1","0","114467213","28","0","男性","0","単独世帯（男性）","160","Ｐ 医療，福祉","10","一般労働者","10","10～99人","158100"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370969251602986","127.14283906053555","49902676","0","単独世帯","1","0","114467214","29","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371376355670083","127.14284868915573","49902677","0","単独世帯","1","0","114467215","30","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","234500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370015739774598","127.14321546647079","49902678","0","単独世帯","1","0","114467216","30","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369913589576903","127.14274514819698","49902679","0","単独世帯","1","0","114467217","31","0","男性","0","単独世帯（男性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371352331533995","127.14376087130721","49902680","0","単独世帯","1","0","114467218","31","1","女性","1","単独世帯（女性）","160","Ｐ 医療，福祉","20","短時間労働者","10","10～99人","92700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37123718318958","127.14305514834413","49902681","0","単独世帯","1","0","114467219","31","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372082377299353","127.14248625813525","49902682","0","単独世帯","1","0","114467220","32","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37019870269048","127.1431680739314","49902683","0","単独世帯","1","0","114467221","32","1","女性","1","単独世帯（女性）","150","Ｏ 教育，学習支援業","10","一般労働者","1000","1000人以上","272400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.36982445456","127.14232824439182","49902684","0","単独世帯","1","0","114467222","33","0","男性","0","単独世帯（男性）","160","Ｐ 医療，福祉","10","一般労働者","5","5～9人","166000"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372350277697933","127.14234861112905","49902685","0","単独世帯","1","0","114467223","33","0","男性","0","単独世帯（男性）","130","Ｍ 宿泊業，飲食サービス業","10","一般労働者","1000","1000人以上","211400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370735923616813","127.14349634245835","49902686","0","単独世帯","1","0","114467224","33","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372120063270398","127.14230445322417","49902687","0","単独世帯","1","0","114467225","34","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370478346188754","127.1434463692159","49902688","0","単独世帯","1","0","114467226","34","1","女性","1","単独世帯（女性）","150","Ｏ 教育，学習支援業","10","一般労働者","100","100～999人","223900"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370551689941067","127.14339328446765","49902689","0","単独世帯","1","0","114467227","35","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37034137847513","127.1436056239955","49902690","0","単独世帯","1","0","114467228","35","1","女性","1","単独世帯（女性）","150","Ｏ 教育，学習支援業","10","一般労働者","5","5～9人","211700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370478346188754","127.1434463692159","49902691","0","単独世帯","1","0","114467229","36","0","男性","0","単独世帯（男性）","120","Ｌ 学術研究，専門・技術サービス業","10","一般労働者","10","10～99人","320000"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371081328029824","127.1425468445243","49902692","0","単独世帯","1","0","114467230","36","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372697214569385","127.1427583866437","49902693","0","単独世帯","1","0","114467231","37","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37067378196435","127.14187404721416","49902694","0","単独世帯","1","0","114467232","38","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","100","100～999人","338500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370144272410716","127.1429069816637","49902695","0","単独世帯","1","0","114467233","38","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.355803914704573","127.14847692310201","49902696","0","単独世帯","1","0","114467234","39","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371697024956564","127.14368090450772","49902697","0","単独世帯","1","0","114467235","39","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370830098194144","127.14506873221063","49902698","0","単独世帯","1","0","114467236","40","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37005637","127.14045003849998","49902699","0","単独世帯","1","0","114467237","40","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37114772137627","127.14400046122734","49902700","0","単独世帯","1","0","114467238","41","0","男性","0","単独世帯（男性）","150","Ｏ 教育，学習支援業","10","一般労働者","1000","1000人以上","474500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372382277554873","127.14308410000574","49902701","0","単独世帯","1","0","114467239","41","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370739719240618","127.14347838169022","49902702","0","単独世帯","1","0","114467240","42","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","262900"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370050660016236","127.14285758532792","49902703","0","単独世帯","1","0","114467241","42","0","男性","0","単独世帯（男性）","150","Ｏ 教育，学習支援業","10","一般労働者","1000","1000人以上","431600"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37054794800994","127.14372371227725","49902704","0","単独世帯","1","0","114467242","43","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","293400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371433684441165","127.1431553308924","49902705","0","単独世帯","1","0","114467243","43","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","310200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.373227509592873","127.14358542675411","49902706","0","単独世帯","1","0","114467244","43","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","272500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369760211000003","127.14153138649999","49902707","0","単独世帯","1","0","114467245","44","0","男性","0","単独世帯（男性）","150","Ｏ 教育，学習支援業","10","一般労働者","100","100～999人","339200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370151544159498","127.14142480178371","49902708","0","単独世帯","1","0","114467246","44","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.3737989295","127.14223588200002","49902709","0","単独世帯","1","0","114467247","45","0","男性","0","単独世帯（男性）","130","Ｍ 宿泊業，飲食サービス業","10","一般労働者","100","100～999人","254700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371018600974203","127.14351788768508","49902710","0","単独世帯","1","0","114467248","45","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370349746867443","127.1423231169417","49902711","0","単独世帯","1","0","114467249","45","1","女性","1","単独世帯（女性）","170","Ｑ 複合サービス事業","10","一般労働者","1000","1000人以上","185200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371080171000006","127.14137048850003","49902712","0","単独世帯","1","0","114467250","46","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371567759112313","127.14404940331009","49902713","0","単独世帯","1","0","114467251","46","0","男性","0","単独世帯（男性）","170","Ｑ 複合サービス事業","10","一般労働者","1000","1000人以上","492700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369838203548767","127.14325397300914","49902714","0","単独世帯","1","0","114467252","47","0","男性","0","単独世帯（男性）","10","Ａ 農業，林業","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370655491526477","127.14223372581448","49902715","0","単独世帯","1","0","114467253","47","0","男性","0","単独世帯（男性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370287536500005","127.142991887","49902716","0","単独世帯","1","0","114467254","48","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","304400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371544200210828","127.1407944165275","49902717","0","単独世帯","1","0","114467255","48","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","265700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370607199246937","127.14571229643764","49902718","0","単独世帯","1","0","114467256","48","1","女性","1","単独世帯（女性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37177117930005","127.14141052263295","49902719","0","単独世帯","1","0","114467257","49","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.368539620074255","127.13928204705","49902720","0","単独世帯","1","0","114467258","50","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","301800"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37072694926465","127.14219978351692","49902721","0","単独世帯","1","0","114467259","50","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","306200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372411650243947","127.14166353063557","49902722","0","単独世帯","1","0","114467260","50","0","男性","0","単独世帯（男性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37126875890557","127.14432884808252","49902723","0","単独世帯","1","0","114467261","50","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","243600"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370883472000003","127.14390166650001","49902724","0","単独世帯","1","0","114467262","51","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370357166883984","127.1443273227767","49902725","0","単独世帯","1","0","114467263","51","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","284300"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369522911008076","127.14593713024723","49902726","0","単独世帯","1","0","114467264","51","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.3718483945","127.14332855249998","49902727","0","単独世帯","1","0","114467265","51","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.3705763766381","127.14534103725775","49902728","0","単独世帯","1","0","114467266","51","1","女性","1","単独世帯（女性）","150","Ｏ 教育，学習支援業","10","一般労働者","10","10～99人","320300"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371018600974203","127.14351788768508","49902729","0","単独世帯","1","0","114467267","52","0","男性","0","単独世帯（男性）","160","Ｐ 医療，福祉","10","一般労働者","10","10～99人","326500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369908657650797","127.14335314968416","49902730","0","単独世帯","1","0","114467268","52","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","292000"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371202196664047","127.14183387628513","49902731","0","単独世帯","1","0","114467269","52","0","男性","0","単独世帯（男性）","20","Ｂ 漁業","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370793175335624","127.14202152294175","49902732","0","単独世帯","1","0","114467270","52","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372015793500005","127.14276782049998","49902733","0","単独世帯","1","0","114467271","53","0","男性","0","単独世帯（男性）","130","Ｍ 宿泊業，飲食サービス業","10","一般労働者","10","10～99人","262100"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.36987603987918","127.14233111495132","49902734","0","単独世帯","1","0","114467272","53","0","男性","0","単独世帯（男性）","90","Ｉ 卸売業，小売業","10","一般労働者","10","10～99人","299700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372245930000002","127.14215478500002","49902735","0","単独世帯","1","0","114467273","53","0","男性","0","単独世帯（男性）","150","Ｏ 教育，学習支援業","10","一般労働者","1000","1000人以上","479600"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37170839796219","127.14084115127788","49902736","0","単独世帯","1","0","114467274","53","0","男性","0","単独世帯（男性）","50","Ｅ 製造業","10","一般労働者","100","100～999人","229400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370806234303743","127.14571279849837","49902737","0","単独世帯","1","0","114467275","53","1","女性","1","単独世帯（女性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369648141662342","127.14555298460225","49902738","0","単独世帯","1","0","114467276","54","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370805679271616","127.14441183347195","49902739","0","単独世帯","1","0","114467277","54","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371109179087757","127.14537229412886","49902740","0","単独世帯","1","0","114467278","54","0","男性","0","単独世帯（男性）","130","Ｍ 宿泊業，飲食サービス業","10","一般労働者","100","100～999人","390400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37045126648928","127.14536666587232","49902741","0","単独世帯","1","0","114467279","54","0","男性","0","単独世帯（男性）","20","Ｂ 漁業","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372350277697933","127.14234861112905","49902742","0","単独世帯","1","0","114467280","54","1","女性","1","単独世帯（女性）","180","Ｒ サービス業（他に分類されないもの）","20","短時間労働者","1000","1000人以上","91300"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370594019073927","127.14119812876072","49902743","0","単独世帯","1","0","114467281","55","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","187200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370871726772748","127.14486819751794","49902744","0","単独世帯","1","0","114467282","55","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","341000"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37133559890192","127.14263080907374","49902745","0","単独世帯","1","0","114467283","55","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37121363295583","127.1409397321901","49902746","0","単独世帯","1","0","114467284","55","0","男性","0","単独世帯（男性）","60","Ｆ 電気・ガス・熱供給・水道業","10","一般労働者","1000","1000人以上","748500"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37104871307083","127.14336094120911","49902747","0","単独世帯","1","0","114467285","56","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","307700"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371368543600664","127.14365802759491","49902748","0","単独世帯","1","0","114467286","56","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370735923616813","127.14349634245835","49902749","0","単独世帯","1","0","114467287","56","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","258200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37118929207659","127.14531007483217","49902750","0","単独世帯","1","0","114467288","56","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","10","10～99人","363400"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369834568366343","127.14289948943987","49902751","0","単独世帯","1","0","114467289","56","1","女性","1","単独世帯（女性）","50","Ｅ 製造業","10","一般労働者","10","10～99人","157000"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.369988228000008","127.145814241","49902752","0","単独世帯","1","0","114467290","57","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","214800"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370429821569605","127.14450093497098","49902753","0","単独世帯","1","0","114467291","57","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370598959815283","127.14588884894832","49902754","0","単独世帯","1","0","114467292","57","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","100","100～999人","321900"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371127390571","127.14184406709253","49902755","0","単独世帯","1","0","114467293","57","0","男性","0","単独世帯（男性）","50","Ｅ 製造業","10","一般労働者","100","100～999人","294200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.372772810499995","127.14271478650002","49902756","0","単独世帯","1","0","114467294","58","0","男性","0","単独世帯（男性）","","","","","","",""
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.37048090005908","127.14108571376443","49902757","0","単独世帯","1","0","114467295","58","0","男性","0","単独世帯（男性）","150","Ｏ 教育，学習支援業","10","一般労働者","100","100～999人","441800"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370559436569383","127.14483699764372","49902758","0","単独世帯","1","0","114467296","58","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","239800"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370948998000003","127.1456239735","49902759","0","単独世帯","1","0","114467297","58","0","男性","0","単独世帯（男性）","190","Ｓ 公務（他に分類されるものを除く）","","","","","0"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.3703209034896","127.14176776659448","49902760","0","単独世帯","1","0","114467298","59","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","197200"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371100298865148","127.14212164037149","49902761","0","単独世帯","1","0","114467299","59","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","255300"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.370095279866177","127.14164256019221","49902762","0","単独世帯","1","0","114467300","59","0","男性","0","単独世帯（男性）","130","Ｍ 宿泊業，飲食サービス業","10","一般労働者","10","10～99人","289600"
"47","沖縄県","47356","島尻郡渡名喜村","47356001000","","26.371272022","127.14088078","49902763","0","単独世帯","1","0","114467301","59","0","男性","0","単独世帯（男性）","40","Ｄ 建設業","10","一般労働者","5","5～9人","255800"
